"","IFNg","IL.2","IL.6","IL.7","IL.8","IL.15","KC.like","IL.10","IL.18","iav"
"2025",0.442153674367094,-0.247289468810189,-1.23573300366545,0.822673395492534,-0.987573656224707,-1.64994534261569,-0.650959040463245,-0.844736184405363,4.35140962632502,"IAV-"
"2026",0.50657348008654,-0.219553113110781,-1.15094032083622,0.760125868277593,-0.945729951947728,-1.66754205975844,-0.769734725516459,-0.833459109358382,4.32025993216387,"IAV-"
"2030",0.290441003119663,-0.054069651463868,-1.18782496477302,0.800984383067787,-0.440209292997181,-2.09828410126646,-0.576713689898277,-0.748750746840591,4.01442706105194,"IAV-"
"2032",-0.622100653091226,2.38403219796034,0.328850055296445,-1.27034363159008,-1.4584915290325,-1.10040272234916,-1.43034983106205,-0.845137532142359,4.01394364601059,"IAV-"
"2033",1.88217498222324,-0.754317774206998,-0.753575854272919,-0.0635111502464695,-1.77043002864018,-0.510291065237525,-1.71559110388802,-0.698765266331623,4.38430726060049,"IAV-"
"2034",-0.155138077461136,1.2356691908247,-0.557057378172531,-0.659641659887091,-1.63629233678479,-0.775879281481427,-0.714913479445182,-0.837927223520535,4.10118024592799,"IAV-"
"2037",0.905298316982217,-0.947695868876076,-1.46042629910952,1.36347483640926,-0.452554618071129,-2.13979964547463,-0.75052958339478,-0.768074546081969,4.25030740761662,"IAV-"
"2081",-1.55703154976493,1.63839621385994,-0.617113822135611,0.90679194135718,-0.717648355178872,-2.59655500682689,-0.547147048320948,-1.17169036598415,4.66199799299427,"IAV-"
"2088",-0.138465480234112,0.865425791309734,-0.509012498137039,0.0630286170515368,-2.33004248338892,-0.682716211666797,-1.18562962241717,-1.16469424903371,5.08210613651647,"IAV-"
"2096",0.0850126624901878,1.09266171806608,-0.470358684295417,-0.656457721370989,-1.65578806330142,-0.767288228113379,-0.954939178233902,-0.812644552045318,4.13980204680416,"IAV-"
"2097",-4.09461156148935,4.42112378614764,0.500101793334262,0.518722526701828,-0.705465671949999,-3.44342430066311,-0.6913820023254,-1.58678794079041,5.08172337103454,"IAV-"
"2098",-0.76422485227743,-1.2779384068736,-0.503828640502369,3.77440862609526,-1.47692450996578,-1.65514913895109,-1.06232921645037,-1.12196625409779,4.08795239302317,"IAV+"
"2099",0.431770751044124,2.41908848658058,-1.00851899391616,-5.21289756304296,-3.14926063206341,6.21776972080169,0.963738083074801,-3.39341869094471,2.73172883846603,"IAV-"
"2104",0.648894745742285,0.710309057672868,-0.481158467197865,-0.766751440806899,-1.44972500929647,-0.7386299836188,-1.14498156468138,-0.667342463742317,3.88938512592857,"IAV-"
"2106",-1.96660679920496,2.43085462904347,-0.252787294782615,0.334726616615423,-0.629355850579058,-2.59962381796049,-0.591264616666976,-1.13196555411964,4.40602268765484,"IAV-"
