Analyte,Type,Well,Description,%CV,Conc in Range,Obs Conc,Exp Conc,(Obs/Exp) * 100,Dilution
IP-10 (57),X20,"G7,H7",1244,0,OOR <,OOR <,,,3
IP-10 (57),X21,"A8,B8",1256,7.44,OOR <,OOR <,,,3
IP-10 (57),X22,"C8,D8",1257,2.4,OOR <,OOR <,,,3
IP-10 (57),X23,"E8,F8",1258,15.71,OOR <,OOR <,,,3
IP-10 (57),X24,"G8,H8",1261,4.88,OOR <,OOR <,,,3
IP-10 (57),X25,"A9,B9",1262,12.12,OOR <,OOR <,,,3
IP-10 (57),X26,"C9,D9",1265,2.77,OOR <,OOR <,,,3
IP-10 (57),X27,"E9,F9",1272,0,OOR <,OOR <,,,3
IP-10 (57),X28,"G9,H9",1273,14.43,OOR <,OOR <,,,3
IP-10 (57),X29,"A10,B10",1274,12.86,OOR <,OOR <,,,3
IP-10 (57),X30,"C10,D10",1282,6.02,OOR <,OOR <,,,3
IP-10 (57),X31,"E10,F10",1283,7.44,OOR <,OOR <,,,3
IP-10 (57),X32,"G10,H10",1288,9.69,OOR <,OOR <,,,3
IP-10 (57),X33,"A11,B11",1301,42.43,OOR <,OOR <,,,3
IP-10 (57),X34,"C11,D11",1302,14.14,OOR <,OOR <,,,3
IP-10 (57),X35,"E11,F11",1303,5.66,OOR <,OOR <,,,3
IP-10 (57),X36,"G11,H11",1304,4.82,OOR <,OOR <,,,3
IP-10 (57),X37,"A12,B12",1305,15.71,OOR <,OOR <,,,3
IP-10 (57),X38,"C12,D12",1306,5.24,OOR <,OOR <,,,3
IP-10 (57),X39,"E12,F12",1308,10.1,OOR <,OOR <,,,3
IP-10 (57),X40,"G12,H12",1324,12.86,OOR <,OOR <,,,3
KC-like (61),B,"A1,B1",,8.32,,,,,1
KC-like (61),S1,"C1,D1",,2.75,12.44,12.44,12.21,102,1
KC-like (61),S2,"E1,F1",,2.23,46.04,46.04,48.83,94,1
KC-like (61),S3,"G1,H1",,6.73,210.46,210.46,195.31,108,1
KC-like (61),S4,"A2,B2",,5.1,768.51,768.51,781.25,98,1
KC-like (61),S5,"C2,D2",,6.4,3039.17,3039.17,3125,97,1
KC-like (61),S6,"E2,F2",,1.95,14083.73,14083.73,12500,113,1
KC-like (61),S7,"G2,H2",,0.24,39799.95,39799.95,50000,80,1
KC-like (61),X1,"A3,B3",QC1,10.24,507.16,507.16,,,1
KC-like (61),X2,"C3,D3",QC2,4.43,2469.07,2469.07,,,1
KC-like (61),X3,"E3,F3",246,0,OOR <,OOR <,,,3
KC-like (61),X4,"G3,H3",248,8.32,OOR <,OOR <,,,3
KC-like (61),X5,"A4,B4",271,10.88,OOR <,OOR <,,,3
KC-like (61),X6,"C4,D4",853,6.73,OOR <,OOR <,,,3
KC-like (61),X7,"E4,F4",861,10.88,OOR <,OOR <,,,3
KC-like (61),X8,"G4,H4",862,9.43,OOR <,OOR <,,,3
KC-like (61),X9,"A5,B5",869,9.43,OOR <,OOR <,,,3
KC-like (61),X10,"C5,D5",896,5.66,OOR <,OOR <,,,3
KC-like (61),X11,"E5,F5",900,0,OOR <,OOR <,,,3
KC-like (61),X12,"G5,H5",1206,16.97,OOR <,OOR <,,,3
KC-like (61),X13,"A6,B6",1209,23.57,OOR <,OOR <,,,3
KC-like (61),X14,"C6,D6",1211,6.15,OOR <,OOR <,,,3
KC-like (61),X15,"E6,F6",1221,0,OOR <,OOR <,,,3
KC-like (61),X16,"G6,H6",1224,0,OOR <,OOR <,,,3
KC-like (61),X17,"A7,B7",1228,10.88,OOR <,OOR <,,,3
KC-like (61),X18,"C7,D7",1235,10.88,OOR <,OOR <,,,3
KC-like (61),X19,"E7,F7",1239,5.24,OOR <,OOR <,,,3
KC-like (61),X20,"G7,H7",1244,0,OOR <,OOR <,,,3
KC-like (61),X21,"A8,B8",1256,12.86,OOR <,OOR <,,,3
KC-like (61),X22,"C8,D8",1257,12.86,OOR <,OOR <,,,3
KC-like (61),X23,"E8,F8",1258,0,OOR <,OOR <,,,3
KC-like (61),X24,"G8,H8",1261,5.66,OOR <,OOR <,,,3
KC-like (61),X25,"A9,B9",1262,5.24,OOR <,OOR <,,,3
KC-like (61),X26,"C9,D9",1265,20.2,OOR <,OOR <,,,3
KC-like (61),X27,"E9,F9",1272,0,OOR <,OOR <,,,3
KC-like (61),X28,"G9,H9",1273,5.24,OOR <,OOR <,,,3
KC-like (61),X29,"A10,B10",1274,5.66,OOR <,OOR <,,,3
KC-like (61),X30,"C10,D10",1282,10.88,OOR <,OOR <,,,3
KC-like (61),X31,"E10,F10",1283,0,OOR <,OOR <,,,3
KC-like (61),X32,"G10,H10",1288,10.88,OOR <,OOR <,,,3
KC-like (61),X33,"A11,B11",1301,10.88,OOR <,OOR <,,,3
KC-like (61),X34,"C11,D11",1302,0,OOR <,OOR <,,,3
KC-like (61),X35,"E11,F11",1303,10.88,OOR <,OOR <,,,3
KC-like (61),X36,"G11,H11",1304,10.88,OOR <,OOR <,,,3
KC-like (61),X37,"A12,B12",1305,5.66,OOR <,OOR <,,,3
KC-like (61),X38,"C12,D12",1306,6.73,OOR <,OOR <,,,3
KC-like (61),X39,"E12,F12",1308,0,OOR <,OOR <,,,3
KC-like (61),X40,"G12,H12",1324,12.86,OOR <,OOR <,,,3
IL-10 (63),B,"A1,B1",,3.29,,,,,1
IL-10 (63),S1,"C1,D1",,7.71,10.69,10.69,12.21,88,1
IL-10 (63),S2,"E1,F1",,3.14,51.97,51.97,48.83,106,1
IL-10 (63),S3,"G1,H1",,5.56,195.97,195.97,195.31,100,1
IL-10 (63),S4,"A2,B2",,3.68,759.33,759.33,781.25,97,1
IL-10 (63),S5,"C2,D2",,7.6,3215.56,3215.56,3125,103,1
IL-10 (63),S6,"E2,F2",,0.72,12019.45,12019.45,12500,96,1
IL-10 (63),S7,"G2,H2",,2.5,57882.81,57882.81,50000,116,1
IL-10 (63),X1,"A3,B3",QC1,3.55,392.43,392.43,,,1
IL-10 (63),X2,"C3,D3",QC2,8,2180.35,2180.35,,,1
IL-10 (63),X3,"E3,F3",246,0,OOR <,OOR <,,,3
IL-10 (63),X4,"G3,H3",248,2.89,OOR <,*4.58,,,3
IL-10 (63),X5,"A4,B4",271,6.15,OOR <,OOR <,,,3
IL-10 (63),X6,"C4,D4",853,1.89,OOR <,OOR <,,,3
IL-10 (63),X7,"E4,F4",861,0,OOR <,OOR <,,,3
IL-10 (63),X8,"G4,H4",862,3.14,OOR <,OOR <,,,3
IL-10 (63),X9,"A5,B5",869,5.05,36.18,36.18,,,3
IL-10 (63),X10,"C5,D5",896,3.29,OOR <,OOR <,,,3
IL-10 (63),X11,"E5,F5",900,6.43,OOR <,OOR <,,,3
IL-10 (63),X12,"G5,H5",1206,13.47,OOR <,OOR <,,,3
IL-10 (63),X13,"A6,B6",1209,3.29,OOR <,OOR <,,,3
IL-10 (63),X14,"C6,D6",1211,8.84,OOR <,OOR <,,,3
IL-10 (63),X15,"E6,F6",1221,10.35,OOR <,OOR <,,,3
IL-10 (63),X16,"G6,H6",1224,3.45,OOR <,OOR <,,,3
IL-10 (63),X17,"A7,B7",1228,7.44,OOR <,OOR <,,,3
IL-10 (63),X18,"C7,D7",1235,4.56,OOR <,OOR <,,,3
IL-10 (63),X19,"E7,F7",1239,10.88,OOR <,OOR <,,,3
IL-10 (63),X20,"G7,H7",1244,20.2,OOR <,OOR <,,,3
IL-10 (63),X21,"A8,B8",1256,5.11,OOR <,OOR <,,,3
IL-10 (63),X22,"C8,D8",1257,3.63,OOR <,OOR <,,,3
IL-10 (63),X23,"E8,F8",1258,3.14,OOR <,OOR <,,,3
IL-10 (63),X24,"G8,H8",1261,3.82,OOR <,OOR <,,,3
IL-10 (63),X25,"A9,B9",1262,4.04,OOR <,OOR <,,,3
IL-10 (63),X26,"C9,D9",1265,0,OOR <,OOR <,,,3
IL-10 (63),X27,"E9,F9",1272,0,OOR <,OOR <,,,3
IL-10 (63),X28,"G9,H9",1273,20.2,OOR <,OOR <,,,3
IL-10 (63),X29,"A10,B10",1274,5.11,OOR <,OOR <,,,3
IL-10 (63),X30,"C10,D10",1282,4.66,OOR <,OOR <,,,3
IL-10 (63),X31,"E10,F10",1283,4.04,OOR <,OOR <,,,3
IL-10 (63),X32,"G10,H10",1288,8.32,OOR <,OOR <,,,3
IL-10 (63),X33,"A11,B11",1301,3.82,OOR <,OOR <,,,3
IL-10 (63),X34,"C11,D11",1302,7.44,OOR <,OOR <,,,3
IL-10 (63),X35,"E11,F11",1303,8.84,OOR <,OOR <,,,3
IL-10 (63),X36,"G11,H11",1304,7.07,OOR <,OOR <,,,3
IL-10 (63),X37,"A12,B12",1305,4.04,OOR <,OOR <,,,3
IL-10 (63),X38,"C12,D12",1306,0,OOR <,OOR <,,,3
IL-10 (63),X39,"E12,F12",1308,10.88,OOR <,OOR <,,,3
IL-10 (63),X40,"G12,H12",1324,3.82,OOR <,OOR <,,,3
IL-18 (67),B,"A1,B1",,4.88,,,,,1
IL-18 (67),S1,"C1,D1",,2.32,12.28,12.28,12.21,101,1
IL-18 (67),S2,"E1,F1",,6.23,48.33,48.33,48.83,99,1
IL-18 (67),S3,"G1,H1",,10.71,194.07,194.07,195.31,99,1
IL-18 (67),S4,"A2,B2",,3.03,802.29,802.29,781.25,103,1
IL-18 (67),S5,"C2,D2",,13.74,3042.56,3042.56,3125,97,1
IL-18 (67),S6,"E2,F2",,0.72,13073.83,13073.83,12500,105,1
IL-18 (67),S7,"G2,H2",,0.62,45209.05,45209.05,50000,90,1
IL-18 (67),X1,"A3,B3",QC1,12.15,351.75,351.75,,,1
IL-18 (67),X2,"C3,D3",QC2,2.22,1988.65,1988.65,,,1
IL-18 (67),X3,"E3,F3",246,1.15,37.37,37.37,,,3
IL-18 (67),X4,"G3,H3",248,2.11,43.11,43.11,,,3
IL-18 (67),X5,"A4,B4",271,5.89,OOR <,*23.59,,,3
IL-18 (67),X6,"C4,D4",853,6.15,OOR <,*10.42,,,3
IL-18 (67),X7,"E4,F4",861,4.04,OOR <,*10.89,,,3
IL-18 (67),X8,"G4,H4",862,0,OOR <,*25.60,,,3
IL-18 (67),X9,"A5,B5",869,3.14,OOR <,*20.60,,,3
IL-18 (67),X10,"C5,D5",896,9.87,OOR <,*18.62,,,3
IL-18 (67),X11,"E5,F5",900,5.24,OOR <,*3.58,,,3
IL-18 (67),X12,"G5,H5",1206,15.23,41.02,41.02,,,3
IL-18 (67),X13,"A6,B6",1209,13.26,39.97,39.97,,,3
IL-18 (67),X14,"C6,D6",1211,1.79,55.82,55.82,,,3
IL-18 (67),X15,"E6,F6",1221,9.75,OOR <,*33.76,,,3
IL-18 (67),X16,"G6,H6",1224,4.56,37.89,37.89,,,3
IL-18 (67),X17,"A7,B7",1228,10.1,61.19,61.19,,,3
IL-18 (67),X18,"C7,D7",1235,5.81,49.43,49.43,,,3
IL-18 (67),X19,"E7,F7",1239,0,OOR <,*29.66,,,3
IL-18 (67),X20,"G7,H7",1244,16.64,44.16,44.16,,,3
IL-18 (67),X21,"A8,B8",1256,0,OOR <,*27.62,,,3
IL-18 (67),X22,"C8,D8",1257,3.93,48.38,48.38,,,3
IL-18 (67),X23,"E8,F8",1258,0,39.97,39.97,,,3
IL-18 (67),X24,"G8,H8",1261,0,OOR <,*11.84,,,3
IL-18 (67),X25,"A9,B9",1262,1.1,40.49,40.49,,,3
IL-18 (67),X26,"C9,D9",1265,7.44,OOR <,*32.73,,,3
IL-18 (67),X27,"E9,F9",1272,2.7,55.29,55.29,,,3
IL-18 (67),X28,"G9,H9",1273,24.51,51.56,51.56,,,3
IL-18 (67),X29,"A10,B10",1274,16.32,OOR <,*27.62,,,3
IL-18 (67),X30,"C10,D10",1282,6.61,OOR <,*29.15,,,3
IL-18 (67),X31,"E10,F10",1283,7.71,OOR <,*30.68,,,3
IL-18 (67),X32,"G10,H10",1288,3.63,OOR <,*14.72,,,3
IL-18 (67),X33,"A11,B11",1301,10.88,41.02,41.02,,,3
IL-18 (67),X34,"C11,D11",1302,3.63,54.75,54.75,,,3
IL-18 (67),X35,"E11,F11",1303,3.14,OOR <,*20.60,,,3
IL-18 (67),X36,"G11,H11",1304,16.64,44.16,44.16,,,3
IL-18 (67),X37,"A12,B12",1305,2.89,OOR <,*24.59,,,3
IL-18 (67),X38,"C12,D12",1306,10.48,OOR <,*29.66,,,3
IL-18 (67),X39,"E12,F12",1308,12.86,53.69,53.69,,,3
IL-18 (67),X40,"G12,H12",1324,0,OOR <,*33.76,,,3
MCP-1 (74),B,"A1,B1",,0,,,,,1
MCP-1 (74),S1,"C1,D1",,0,OOR <,OOR <,12.21,***,1
MCP-1 (74),S2,"E1,F1",,4.56,54.09,54.09,48.83,111,1
MCP-1 (74),S3,"G1,H1",,4.62,192.38,192.38,195.31,99,1
MCP-1 (74),S4,"A2,B2",,2.07,784.05,784.05,781.25,100,1
MCP-1 (74),S5,"C2,D2",,6.16,OOR >,1017.57,3125,33,1
MCP-1 (74),S6,"E2,F2",,4.62,OOR >,OOR >,12500,***,1
MCP-1 (74),S7,"G2,H2",,,,,50000,,1
MCP-1 (74),X1,"A3,B3",QC1,6.12,360.55,360.55,,,1
MCP-1 (74),X2,"C3,D3",QC2,1.61,OOR >,950.32,,,1
MCP-1 (74),X3,"E3,F3",246,5.66,OOR <,OOR <,,,3
MCP-1 (74),X4,"G3,H3",248,0,OOR <,OOR <,,,3
MCP-1 (74),X5,"A4,B4",271,8.32,OOR <,69.73,,,3
MCP-1 (74),X6,"C4,D4",853,11.79,OOR <,OOR <,,,3
MCP-1 (74),X7,"E4,F4",861,5.66,OOR <,OOR <,,,3
MCP-1 (74),X8,"G4,H4",862,4.56,OOR <,OOR <,,,3
MCP-1 (74),X9,"A5,B5",869,10.1,OOR <,OOR <,,,3
MCP-1 (74),X10,"C5,D5",896,10.88,OOR <,OOR <,,,3
MCP-1 (74),X11,"E5,F5",900,0,OOR <,OOR <,,,3
MCP-1 (74),X12,"G5,H5",1206,5.66,OOR <,OOR <,,,3
MCP-1 (74),X13,"A6,B6",1209,11.79,OOR <,OOR <,,,3
MCP-1 (74),X14,"C6,D6",1211,0,OOR <,OOR <,,,3
MCP-1 (74),X15,"E6,F6",1221,3.01,OOR <,OOR <,,,3
MCP-1 (74),X16,"G6,H6",1224,5.66,OOR <,OOR <,,,3
MCP-1 (74),X17,"A7,B7",1228,5.66,OOR <,OOR <,,,3
MCP-1 (74),X18,"C7,D7",1235,0,OOR <,OOR <,,,3
MCP-1 (74),X19,"E7,F7",1239,6.15,OOR <,OOR <,,,3
MCP-1 (74),X20,"G7,H7",1244,5.66,OOR <,OOR <,,,3
MCP-1 (74),X21,"A8,B8",1256,6.15,OOR <,OOR <,,,3
MCP-1 (74),X22,"C8,D8",1257,5.66,OOR <,OOR <,,,3
MCP-1 (74),X23,"E8,F8",1258,0,OOR <,OOR <,,,3
MCP-1 (74),X24,"G8,H8",1261,6.15,OOR <,OOR <,,,3
MCP-1 (74),X25,"A9,B9",1262,0,OOR <,OOR <,,,3
MCP-1 (74),X26,"C9,D9",1265,16.97,OOR <,OOR <,,,3
MCP-1 (74),X27,"E9,F9",1272,0,OOR <,OOR <,,,3
MCP-1 (74),X28,"G9,H9",1273,10.88,OOR <,OOR <,,,3
MCP-1 (74),X29,"A10,B10",1274,6.73,OOR <,OOR <,,,3
MCP-1 (74),X30,"C10,D10",1282,5.24,OOR <,OOR <,,,3
MCP-1 (74),X31,"E10,F10",1283,0,OOR <,OOR <,,,3
MCP-1 (74),X32,"G10,H10",1288,0,OOR <,OOR <,,,3
MCP-1 (74),X33,"A11,B11",1301,11.79,OOR <,OOR <,,,3
MCP-1 (74),X34,"C11,D11",1302,12.86,OOR <,OOR <,,,3
MCP-1 (74),X35,"E11,F11",1303,6.15,OOR <,OOR <,,,3
MCP-1 (74),X36,"G11,H11",1304,5.66,OOR <,OOR <,,,3
MCP-1 (74),X37,"A12,B12",1305,12.86,OOR <,OOR <,,,3
MCP-1 (74),X38,"C12,D12",1306,5.66,OOR <,OOR <,,,3
MCP-1 (74),X39,"E12,F12",1308,5.66,OOR <,OOR <,,,3
MCP-1 (74),X40,"G12,H12",1324,5.66,OOR <,OOR <,,,3
TNFa (76),B,"A1,B1",,8.71,,,,,1
TNFa (76),S1,"C1,D1",,6.07,12.55,12.55,12.21,103,1
TNFa (76),S2,"E1,F1",,11.19,47.65,47.65,48.83,98,1
TNFa (76),S3,"G1,H1",,9.66,195.48,195.48,195.31,100,1
TNFa (76),S4,"A2,B2",,0.92,801.99,801.99,781.25,103,1
TNFa (76),S5,"C2,D2",,7.66,3009.42,3009.42,3125,96,1
TNFa (76),S6,"E2,F2",,2.51,13199.27,13199.27,12500,106,1
TNFa (76),S7,"G2,H2",,0.42,47332.63,47332.63,50000,95,1
TNFa (76),X1,"A3,B3",QC1,8.58,276.75,276.75,,,1
TNFa (76),X2,"C3,D3",QC2,5.31,1388.49,1388.49,,,1
TNFa (76),X3,"E3,F3",246,6.73,OOR <,OOR <,,,3
TNFa (76),X4,"G3,H3",248,0,OOR <,OOR <,,,3
TNFa (76),X5,"A4,B4",271,6.15,OOR <,OOR <,,,3
TNFa (76),X6,"C4,D4",853,10.25,OOR <,OOR <,,,3
TNFa (76),X7,"E4,F4",861,8.32,OOR <,OOR <,,,3
TNFa (76),X8,"G4,H4",862,3.63,OOR <,OOR <,,,3
TNFa (76),X9,"A5,B5",869,0,OOR <,OOR <,,,3
TNFa (76),X10,"C5,D5",896,4.04,OOR <,OOR <,,,3
TNFa (76),X11,"E5,F5",900,6.73,OOR <,OOR <,,,3
TNFa (76),X12,"G5,H5",1206,12.12,OOR <,OOR <,,,3
TNFa (76),X13,"A6,B6",1209,10.88,OOR <,OOR <,,,3
TNFa (76),X14,"C6,D6",1211,0,OOR <,OOR <,,,3
TNFa (76),X15,"E6,F6",1221,9.43,OOR <,OOR <,,,3
TNFa (76),X16,"G6,H6",1224,0,OOR <,OOR <,,,3
TNFa (76),X17,"A7,B7",1228,7.44,OOR <,OOR <,,,3
TNFa (76),X18,"C7,D7",1235,4.04,OOR <,OOR <,,,3
TNFa (76),X19,"E7,F7",1239,0,OOR <,OOR <,,,3
TNFa (76),X20,"G7,H7",1244,12.86,OOR <,OOR <,,,3
TNFa (76),X21,"A8,B8",1256,0,OOR <,OOR <,,,3
TNFa (76),X22,"C8,D8",1257,4.29,OOR <,OOR <,,,3
TNFa (76),X23,"E8,F8",1258,4.04,OOR <,OOR <,,,3
TNFa (76),X24,"G8,H8",1261,6.96,OOR <,OOR <,,,3
TNFa (76),X25,"A9,B9",1262,9.43,OOR <,OOR <,,,3
TNFa (76),X26,"C9,D9",1265,7.44,OOR <,OOR <,,,3
TNFa (76),X27,"E9,F9",1272,0,OOR <,OOR <,,,3
TNFa (76),X28,"G9,H9",1273,15.23,OOR <,OOR <,,,3
TNFa (76),X29,"A10,B10",1274,13.69,OOR <,OOR <,,,3
TNFa (76),X30,"C10,D10",1282,3.82,OOR <,OOR <,,,3
TNFa (76),X31,"E10,F10",1283,4.88,OOR <,OOR <,,,3
TNFa (76),X32,"G10,H10",1288,8.84,OOR <,OOR <,,,3
TNFa (76),X33,"A11,B11",1301,0,OOR <,OOR <,,,3
TNFa (76),X34,"C11,D11",1302,5.24,OOR <,OOR <,,,3
TNFa (76),X35,"E11,F11",1303,16.64,OOR <,OOR <,,,3
TNFa (76),X36,"G11,H11",1304,4.56,OOR <,OOR <,,,3
TNFa (76),X37,"A12,B12",1305,4.56,OOR <,OOR <,,,3
TNFa (76),X38,"C12,D12",1306,4.29,OOR <,OOR <,,,3
TNFa (76),X39,"E12,F12",1308,2.05,OOR <,OOR <,,,3
TNFa (76),X40,"G12,H12",1324,0,OOR <,OOR <,,,3
